Date,Open,High,Low,Close,Volume,Price to Earnings Ratio,Price to Sales Ratio
2015-05-25,0.000,0.000,0.000,247.730,0,N/A,N/A
2015-05-22,245.380,248.600,245.010,247.730,2223089,N/A,8.8699,
2015-05-21,243.030,246.620,242.357,245.620,1970643,N/A,8.7944,
2015-05-20,247.130,247.740,241.372,244.350,3755569,N/A,8.7489,
2015-05-19,248.430,251.000,246.150,247.140,3674231,N/A,8.8488,
2015-05-18,247.000,249.900,246.000,248.750,3353212,N/A,8.9064,
2015-05-15,243.930,249.400,242.500,248.840,4527563,N/A,8.9097,
2015-05-14,244.820,244.890,241.250,244.100,2895936,N/A,8.7399,
2015-05-13,247.610,248.300,242.250,243.180,5440165,N/A,8.7070,
2015-05-12,240.110,246.350,238.190,244.740,6363429,N/A,8.7629,
2015-05-11,236.290,242.880,235.310,239.490,5672262,N/A,8.5749,
2015-05-08,235.990,238.410,233.700,236.610,4668236,N/A,8.4718,
2015-05-07,221.000,237.480,220.250,236.800,9455909,N/A,8.4786,
2015-05-06,234.100,234.470,228.200,230.430,5270933,N/A,9.0418,
2015-05-05,237.760,239.500,229.130,232.950,5796873,N/A,9.1407,
2015-05-04,228.180,234.730,227.110,230.510,4434596,N/A,9.0450,
2015-05-01,229.940,231.770,220.405,226.030,5281689,N/A,8.8692,
2015-04-30,230.390,232.890,225.170,226.050,3911857,N/A,8.8700,
2015-04-29,230.050,234.970,227.630,232.450,3936077,N/A,9.1211,
2015-04-28,234.750,235.500,228.030,230.480,6085379,N/A,9.0438,
2015-04-27,222.560,238.750,222.000,231.550,11672627,N/A,9.0858,
2015-04-24,220.500,220.800,218.010,218.425,2427843,N/A,8.5708,
2015-04-23,218.270,221.480,217.150,218.600,4411184,N/A,8.5776,
2015-04-22,212.500,221.880,211.690,219.440,7863037,N/A,8.6106,
2015-04-21,205.800,210.750,204.310,209.410,3432541,N/A,8.2170,
2015-04-20,206.780,207.850,203.850,205.270,2559251,N/A,8.0546,
2015-04-17,204.990,206.880,203.500,206.790,2469926,N/A,8.1142,
2015-04-16,207.700,209.170,206.290,206.700,1659059,N/A,8.1107,
2015-04-15,207.460,209.590,206.600,207.830,1952378,N/A,8.1550,
2015-04-14,208.570,209.490,205.500,207.460,3025963,N/A,8.1405,
2015-04-13,210.435,213.000,209.050,209.780,3758230,N/A,8.2316,
2015-04-10,209.850,211.650,209.000,210.900,4067676,N/A,8.2755,
2015-04-09,208.430,210.370,206.120,210.090,3800225,N/A,8.2437,
2015-04-08,208.200,210.900,205.870,207.670,6303117,N/A,8.1488,
2015-04-07,202.510,205.060,201.140,203.250,4347864,N/A,7.9753,
2015-04-06,198.000,207.750,197.500,203.100,12455811,N/A,7.9694,
2015-04-03,0.000,0.000,0.000,191.000,0,N/A,N/A
2015-04-02,190.230,193.230,190.000,191.000,5010368,N/A,7.4946,
2015-04-01,188.700,192.300,186.050,187.590,3794621,N/A,7.3608,
2015-03-31,193.530,193.760,188.410,188.770,5026569,N/A,7.4071,
2015-03-30,185.850,192.250,181.800,190.570,10089516,N/A,7.4778,
2015-03-27,189.070,189.290,181.400,185.000,8604947,N/A,7.2592,
2015-03-26,193.920,194.790,189.700,190.405,4127956,N/A,7.4713,
2015-03-25,198.270,198.590,192.700,194.300,5730389,N/A,7.6241,
2015-03-24,201.580,203.790,199.750,201.720,3649860,N/A,7.9153,
2015-03-23,198.500,200.500,197.470,199.630,2631626,N/A,7.8333,
2015-03-20,197.450,198.990,195.621,198.080,4269467,N/A,7.7725,
2015-03-19,202.000,204.590,194.530,195.650,8475244,N/A,7.6771,
2015-03-18,194.960,200.880,193.110,200.710,4820936,N/A,7.8757,
2015-03-17,195.430,198.710,193.940,194.730,4894052,N/A,7.6410,
2015-03-16,192.000,195.910,189.800,195.700,5628783,N/A,7.6791,
2015-03-13,188.950,191.750,187.320,188.680,5434298,N/A,7.4036,
2015-03-12,193.750,194.450,189.750,191.070,4149294,N/A,7.4974,
2015-03-11,191.150,196.180,191.010,193.740,4974871,N/A,7.6022,
2015-03-10,188.460,193.500,187.600,190.320,5579691,N/A,7.4680,
2015-03-09,194.390,194.490,188.250,190.880,6736724,N/A,7.4899,
2015-03-06,199.210,200.750,192.151,193.880,6712438,N/A,7.6077,
2015-03-05,202.850,206.190,200.150,200.630,4877015,N/A,7.8725,
2015-03-04,199.250,202.520,197.210,202.435,4221962,N/A,7.9433,
2015-03-03,196.810,200.243,195.320,199.560,4432329,N/A,7.8305,
2015-03-02,202.700,203.340,195.825,197.325,7922065,N/A,7.7428,
2015-02-27,206.900,208.550,202.800,203.340,3882084,N/A,7.9789,
2015-02-26,204.000,211.090,202.220,207.190,6472855,N/A,8.1299,
2015-02-25,204.940,207.140,202.580,203.760,3909520,N/A,7.9953,
2015-02-24,207.290,207.290,201.700,204.110,6603560,N/A,8.0091,
2015-02-23,215.660,218.200,206.330,207.335,8499775,N/A,8.1356,
2015-02-20,210.780,217.600,209.810,217.110,5982089,N/A,8.5192,
2015-02-19,205.000,212.440,203.750,211.705,5154148,N/A,8.3071,
2015-02-18,204.170,206.170,202.600,204.460,2713598,N/A,8.0228,
2015-02-17,205.700,205.700,201.500,204.350,3979647,N/A,8.0185,
2015-02-16,0.000,0.000,0.000,203.770,0,N/A,N/A
2015-02-13,202.900,205.990,200.910,203.770,6191003,N/A,7.9957,
2015-02-12,193.570,203.088,193.280,202.880,15649607,N/A,7.9608,
2015-02-11,212.210,214.740,207.280,212.800,9769102,N/A,9.3041,
2015-02-10,217.550,220.500,215.000,216.290,5390542,N/A,9.4566,
2015-02-09,215.380,217.930,211.990,217.480,3472423,N/A,9.5087,
2015-02-06,222.000,223.400,216.500,217.360,3243931,N/A,9.5034,
2015-02-05,219.880,225.480,219.638,220.990,3522947,N/A,9.6621,
2015-02-04,218.290,221.479,216.800,218.550,3305377,N/A,9.5555,
2015-02-03,213.220,220.370,211.270,218.360,4826244,N/A,9.5471,
2015-02-02,203.970,211.950,203.300,210.940,4149186,N/A,9.2227,
2015-01-30,203.960,207.470,203.000,203.600,3006959,N/A,8.9018,
2015-01-29,201.070,205.980,196.500,205.200,3548106,N/A,8.9718,
2015-01-28,206.110,206.368,198.420,199.370,3149606,N/A,8.7169,
2015-01-27,204.420,208.030,203.300,205.980,2781024,N/A,9.0059,
2015-01-26,201.830,208.620,201.050,206.550,3234522,N/A,9.0308,
2015-01-23,200.290,203.500,198.330,201.290,3442371,N/A,8.8008,
2015-01-22,197.000,203.240,195.200,201.620,4116905,N/A,8.8152,
2015-01-21,189.550,198.680,189.510,196.570,4153043,N/A,8.5944,
2015-01-20,193.870,194.120,187.040,191.930,4503182,N/A,8.3916,
2015-01-19,0.000,0.000,0.000,193.070,0,N/A,N/A
2015-01-16,190.700,194.490,189.650,193.070,3603158,N/A,8.4414,
2015-01-15,194.490,195.750,190.000,191.870,5216524,N/A,8.3890,
2015-01-14,185.830,195.200,185.000,192.690,11551855,N/A,8.4248,
2015-01-13,203.320,207.610,200.911,204.250,4477320,N/A,8.9302,
2015-01-12,203.050,204.470,199.250,202.210,5950280,N/A,8.8410,
2015-01-09,208.920,209.980,204.960,206.660,4668295,N/A,9.0356,
2015-01-08,212.810,213.800,210.010,210.615,3442509,N/A,9.2085,
2015-01-07,213.350,214.780,209.780,210.950,2968390,N/A,9.2232,
2015-01-06,210.060,214.200,204.210,211.280,6261936,N/A,9.2376,
2015-01-05,214.550,216.500,207.163,210.090,5368477,N/A,9.1856,
2015-01-02,222.870,223.250,213.260,219.310,4764443,N/A,9.5887,
2015-01-01,0.000,0.000,0.000,222.410,0,N/A,N/A
2014-12-31,223.090,225.680,222.250,222.410,2402097,N/A,9.7242,
2014-12-30,223.990,225.654,221.400,222.230,2903242,N/A,9.7164,
2014-12-29,226.900,227.910,224.020,225.710,2811410,N/A,9.8685,
2014-12-26,221.510,228.500,221.500,227.820,3327016,N/A,9.9608,
2014-12-25,0.000,0.000,0.000,222.260,0,N/A,N/A
2014-12-24,219.770,222.500,219.250,222.260,1333518,N/A,9.7177,
2014-12-23,223.810,224.315,219.524,220.970,4513321,N/A,9.6613,
2014-12-22,220.000,224.060,218.260,222.600,4806917,N/A,9.7325,
2014-12-19,220.190,220.400,214.500,219.290,6910461,N/A,9.5878,
2014-12-18,212.380,218.440,211.800,218.260,7483349,N/A,9.5428,
2014-12-17,193.060,206.650,192.650,205.820,7367834,N/A,8.9989,
2014-12-16,200.890,203.680,195.370,197.810,8426105,N/A,8.6487,
2014-12-15,209.290,209.800,202.670,204.040,5218252,N/A,8.9210,
2014-12-12,204.820,211.680,204.500,207.000,7173782,N/A,9.0505,
2014-12-11,210.530,215.430,208.230,208.880,6694398,N/A,9.1327,
2014-12-10,214.130,216.770,207.700,209.840,7314139,N/A,9.1746,
2014-12-09,209.340,217.729,204.270,216.890,9431502,N/A,9.4829,
2014-12-08,221.540,224.860,212.340,214.360,9225619,N/A,9.3723,
2014-12-05,228.670,229.389,222.260,223.710,6063619,N/A,9.7811,
2014-12-04,228.600,230.900,227.810,228.280,3879208,N/A,9.9809,
2014-12-03,226.250,229.720,225.500,229.300,5307733,N/A,10.0255,
2014-12-02,234.570,234.880,228.000,231.430,5887046,N/A,10.1186,
2014-12-01,241.160,242.470,229.010,231.640,8619351,N/A,10.1278,
2014-11-28,245.350,246.690,242.520,244.520,2119688,N/A,10.6909,
2014-11-27,0.000,0.000,0.000,248.440,0,N/A,N/A
2014-11-26,248.340,249.000,246.600,248.440,1981819,N/A,10.8623,
2014-11-25,247.350,249.720,246.090,248.090,3159804,N/A,10.8470,
2014-11-24,245.200,247.600,240.640,246.720,4789708,N/A,10.7871,
2014-11-21,252.210,252.780,242.170,242.780,7485059,N/A,10.6148,
2014-11-20,247.950,250.930,246.000,248.710,3587220,N/A,10.8741,
2014-11-19,250.610,251.880,245.600,247.740,7918486,N/A,10.8317,
2014-11-18,255.860,259.990,255.510,257.700,4473070,N/A,11.2672,
2014-11-17,257.490,259.000,252.020,253.980,4025695,N/A,11.1045,
2014-11-14,250.000,258.850,248.500,258.680,6101145,N/A,11.3100,
2014-11-13,250.620,255.750,250.250,251.700,6236036,N/A,11.0048,
2014-11-12,249.720,252.340,245.580,249.100,5870818,N/A,10.8912,
2014-11-11,242.550,251.820,242.000,251.080,7952565,N/A,10.9777,
2014-11-10,239.110,242.880,236.800,241.930,4577208,N/A,10.5777,
2014-11-07,242.190,242.840,237.200,240.200,5161023,N/A,10.5020,
2014-11-06,234.490,246.690,228.500,241.220,15354717,N/A,10.5466,
2014-11-05,241.000,241.360,230.530,230.970,9045925,N/A,11.7786,
2014-11-04,240.490,242.350,236.530,238.930,3682572,N/A,12.1845,
2014-11-03,243.000,247.560,241.320,242.590,4207268,N/A,12.3711,
2014-10-31,242.510,243.120,238.750,241.700,3775327,N/A,12.3258,
2014-10-30,238.140,240.500,235.060,238.660,3228371,N/A,12.1707,
2014-10-29,241.130,241.500,235.640,238.100,4967640,N/A,12.1422,
2014-10-28,229.600,244.600,228.250,242.770,10516297,N/A,12.3803,
2014-10-27,234.250,234.610,220.310,221.670,9553348,N/A,11.3043,
2014-10-24,236.270,237.800,231.200,235.240,3466927,N/A,11.9963,
2014-10-23,234.655,236.280,232.000,235.290,3499882,N/A,11.9989,
2014-10-22,233.190,237.390,230.560,231.100,4123397,N/A,11.7852,
2014-10-21,234.270,235.390,230.800,235.340,4130345,N/A,12.0014,
2014-10-20,226.720,232.400,225.510,230.470,3499686,N/A,11.7531,
2014-10-17,233.380,234.770,226.550,227.480,10551850,N/A,11.6006,
2014-10-16,219.720,229.920,219.100,226.350,5404565,N/A,11.5430,
2014-10-15,220.000,230.990,217.320,229.700,9151648,N/A,11.7138,
2014-10-14,228.250,232.470,223.000,227.060,7112339,N/A,11.5792,
2014-10-13,238.570,238.963,221.000,224.590,11276552,N/A,11.4532,
2014-10-10,244.640,245.890,235.200,236.910,12898275,N/A,12.0815,
2014-10-09,262.250,265.540,254.400,257.010,7361316,N/A,13.1065,
2014-10-08,260.100,262.880,252.640,259.280,5062615,N/A,13.2223,
2014-10-07,258.530,261.460,255.730,259.570,4491569,N/A,13.2371,
2014-10-06,259.130,262.490,257.800,260.620,7719055,N/A,13.2906,
2014-10-03,253.060,256.500,251.033,255.210,5408665,N/A,13.0147,
2014-10-02,250.200,252.790,245.360,251.420,9002001,N/A,12.8214,
2014-10-01,242.200,242.660,235.650,240.240,5946510,N/A,12.2513,
2014-09-30,246.920,247.650,240.125,242.680,4248127,N/A,12.3757,
2014-09-29,244.000,248.640,241.380,245.260,4854687,N/A,12.5073,
2014-09-26,248.250,249.730,246.070,246.600,3798841,N/A,12.5756,
2014-09-25,252.520,254.960,246.100,246.950,4843712,N/A,12.5935,
2014-09-24,251.120,252.840,247.040,252.140,3754376,N/A,12.8582,
2014-09-23,245.220,253.800,245.000,250.410,5660048,N/A,12.7699,
2014-09-22,255.000,256.020,244.710,250.030,8222963,N/A,12.7506,
2014-09-19,257.990,261.430,255.270,259.320,6811714,N/A,13.2243,
2014-09-18,263.360,265.600,262.320,263.820,3699314,N/A,13.4538,
2014-09-17,262.410,264.700,259.500,261.380,5179923,N/A,13.3294,
2014-09-16,255.150,262.460,252.420,260.740,8303972,N/A,13.2967,
2014-09-15,274.370,274.400,249.130,253.860,16464952,N/A,12.9459,
2014-09-12,280.500,282.390,277.000,279.200,3328302,N/A,14.2381,
2014-09-11,280.460,284.790,278.630,280.310,3768584,N/A,14.2947,
2014-09-10,279.500,281.410,273.660,281.100,3785988,N/A,14.3350,
2014-09-09,282.990,285.490,277.000,278.480,4567958,N/A,14.2014,
2014-09-08,277.620,284.880,277.523,282.110,5505040,N/A,14.3865,
2014-09-05,282.550,282.900,272.510,277.390,11176167,N/A,14.1458,
2014-09-04,284.010,291.420,280.400,286.040,8341749,N/A,14.5869,
2014-09-03,287.670,288.000,280.100,281.190,6779735,N/A,14.3396,
2014-09-02,275.500,284.890,274.300,284.120,9852351,N/A,14.4890,
2014-09-01,0.000,0.000,0.000,269.700,0,N/A,N/A
2014-08-29,268.700,272.000,267.510,269.700,6453958,N/A,13.7537,
2014-08-28,261.890,264.480,261.640,263.860,2854737,N/A,13.4558,
2014-08-27,263.500,264.240,260.290,263.250,2990532,N/A,13.4247,
2014-08-26,264.980,265.500,261.660,261.740,3822572,N/A,13.3477,
2014-08-25,258.190,263.680,258.190,262.550,4318053,N/A,13.3890,
2014-08-22,254.540,256.950,252.610,256.780,2836959,N/A,13.0948,
2014-08-21,256.520,258.800,253.260,254.340,2919241,N/A,12.9704,
2014-08-20,254.670,258.740,253.000,255.710,3027863,N/A,13.0402,
2014-08-19,258.870,259.330,251.620,256.760,5340136,N/A,13.0938,
2014-08-18,263.250,267.260,259.750,259.940,5849231,N/A,13.2559,
2014-08-15,261.480,262.090,258.500,262.010,3862100,N/A,13.3615,
2014-08-14,262.490,263.000,258.540,261.380,4126634,N/A,13.3294,
2014-08-13,262.010,265.640,259.610,260.310,6932628,N/A,13.2748,
2014-08-12,258.080,260.300,254.580,259.960,6390412,N/A,13.2570,
2014-08-11,255.480,263.740,255.000,259.320,8101276,N/A,13.2243,
2014-08-08,251.160,251.760,246.500,248.130,5099061,N/A,12.6537,
2014-08-07,250.120,256.688,249.120,252.390,7478926,N/A,12.8709,
2014-08-06,238.900,251.420,238.580,248.930,9249265,N/A,12.6945,
2014-08-05,237.470,242.990,235.690,238.490,5388581,N/A,12.1621,
2014-08-04,234.380,240.500,233.270,238.520,5967406,N/A,12.1636,
2014-08-01,226.090,237.500,226.000,233.270,11898133,N/A,11.8959,
2014-07-31,229.260,231.400,221.500,223.300,7749058,N/A,13.3048,
2014-07-30,221.920,229.600,221.040,228.920,4927823,N/A,13.6396,
2014-07-29,226.610,228.300,224.860,225.010,3387187,N/A,13.4067,
2014-07-28,224.250,232.000,221.402,224.820,6517611,N/A,13.3954,
2014-07-25,222.720,226.970,221.750,223.570,3090383,N/A,13.3209,
2014-07-24,223.250,225.100,220.800,223.540,3248410,N/A,13.3191,
2014-07-23,220.010,224.750,219.430,222.490,3088731,N/A,13.2565,
2014-07-22,222.190,223.300,219.111,219.580,2732485,N/A,13.0831,
2014-07-21,217.250,223.210,216.720,220.540,3825251,N/A,13.1403,
2014-07-18,215.950,221.210,215.930,220.020,4260618,N/A,13.1094,
2014-07-17,216.160,220.550,213.600,215.400,4650956,N/A,12.8341,
2014-07-16,221.820,224.800,216.820,217.160,4051097,N/A,12.9390,
2014-07-15,226.730,227.650,218.100,219.580,5732031,N/A,13.0831,
2014-07-14,219.990,228.790,215.450,226.700,7208573,N/A,13.5074,
2014-07-11,220.610,221.600,217.600,218.130,3307113,N/A,12.9967,
2014-07-10,217.180,222.220,216.040,219.460,4865246,N/A,13.0760,
2014-07-09,221.270,224.220,219.210,223.060,4117729,N/A,13.2905,
2014-07-08,218.650,220.960,214.270,219.070,7846165,N/A,13.0528,
2014-07-07,227.500,229.780,220.400,222.660,5901080,N/A,13.2667,
2014-07-04,0.000,0.000,0.000,229.250,0,N/A,N/A
2014-07-03,231.290,231.898,224.000,229.250,5166716,N/A,13.6593,
2014-07-02,240.660,242.330,227.070,229.425,8035072,N/A,13.6697,
2014-07-01,242.460,243.440,238.700,239.720,4341242,N/A,14.2831,
2014-06-30,239.550,244.490,239.000,240.060,4833602,N/A,14.3034,
2014-06-27,234.690,240.000,234.500,239.060,5638787,N/A,14.2438,
2014-06-26,237.170,240.400,234.211,235.600,5122972,N/A,14.0377,
2014-06-25,233.050,237.550,230.240,236.891,5803257,N/A,14.1146,
2014-06-24,238.970,241.880,231.628,232.500,8081109,N/A,13.8529,
2014-06-23,229.510,238.990,228.220,237.220,7800189,N/A,14.1342,
2014-06-20,228.520,231.290,226.200,229.590,4908077,N/A,13.6796,
2014-06-19,228.880,235.310,227.000,227.790,8801907,N/A,13.5723,
2014-06-18,231.500,231.710,226.120,227.120,6947053,N/A,13.5324,
2014-06-17,224.110,235.540,222.850,231.670,13304907,N/A,13.8035,
2014-06-16,206.760,225.490,206.260,224.610,13246352,N/A,13.3828,
2014-06-13,204.780,206.790,201.584,206.420,3546789,N/A,12.2990,
2014-06-12,205.100,209.880,202.710,203.520,5997144,N/A,12.1262,
2014-06-11,201.500,205.000,199.251,204.470,3980491,N/A,12.1828,
2014-06-10,204.430,206.970,201.550,202.300,3522336,N/A,12.0536,
2014-06-09,207.950,209.990,204.200,205.310,2813066,N/A,12.2329,
2014-06-06,209.750,210.810,207.180,208.171,3074900,N/A,12.4034,
2014-06-05,204.470,209.200,204.050,206.900,4059285,N/A,12.3276,
2014-06-04,204.350,206.260,200.396,203.990,3434502,N/A,12.1543,
2014-06-03,203.490,208.000,202.590,204.940,3866182,N/A,12.2109,
2014-06-02,207.330,209.350,201.670,204.700,4668115,N/A,12.1966,
2014-05-30,210.300,214.800,207.020,207.770,5586068,N/A,12.3795,
2014-05-29,210.570,212.490,207.720,210.240,3694596,N/A,12.5266,
2014-05-28,210.020,212.770,205.260,210.240,5496278,N/A,12.5266,
2014-05-27,208.520,213.870,207.700,211.560,5346788,N/A,12.6053,
2014-05-26,0.000,0.000,0.000,207.300,0,N/A,N/A
2014-05-23,204.530,207.760,202.500,207.300,4010931,N/A,12.3515,
2014-05-22,200.350,206.880,199.560,204.880,6216255,N/A,12.2073,
2014-05-21,196.180,199.870,194.790,199.450,5290755,N/A,11.8837,
2014-05-20,196.940,199.330,193.070,195.300,5553877,N/A,11.6365,
2014-05-19,190.720,196.890,190.000,196.090,4571660,N/A,11.6835,
2014-05-16,188.950,192.040,187.720,191.560,4489312,N/A,11.4136,
2014-05-15,189.980,192.660,185.300,188.590,6046139,N/A,11.2367,
2014-05-14,188.950,193.480,187.100,190.620,5414945,N/A,11.3576,
2014-05-13,183.760,191.340,183.000,190.160,7097242,N/A,11.3302,
2014-05-12,183.870,187.190,179.880,184.670,7004330,N/A,11.0031,
2014-05-09,179.860,183.400,177.220,182.260,8495159,N/A,10.8595,
2014-05-08,182.000,194.400,178.000,178.590,20056592,N/A,10.6409,
2014-05-07,209.640,210.200,197.250,201.350,10179291,N/A,12.2800,
2014-05-06,216.600,218.660,206.850,207.280,5636725,N/A,12.6417,
2014-05-05,209.480,217.690,208.520,216.610,5152343,N/A,13.2107,
2014-05-02,208.600,211.360,206.520,210.910,4091394,N/A,12.8630,
2014-05-01,207.080,214.020,205.690,207.730,5444670,N/A,12.6691,
2014-04-30,203.600,208.160,201.280,207.890,4443453,N/A,12.6789,
2014-04-29,198.210,207.149,195.530,206.920,5787369,N/A,12.6197,
2014-04-28,200.000,203.790,190.500,198.510,7041983,N/A,12.1068,
2014-04-25,202.000,206.700,197.650,199.850,6996658,N/A,12.1885,
2014-04-24,210.810,212.800,203.200,207.860,5504768,N/A,12.6770,
2014-04-23,216.330,216.740,207.000,207.990,7295609,N/A,12.6850,
2014-04-22,206.360,219.330,205.010,218.640,9809333,N/A,13.3345,
2014-04-21,197.080,206.200,194.000,204.380,5266490,N/A,12.4648,
2014-04-18,0.000,0.000,0.000,198.120,0,N/A,N/A
2014-04-17,199.610,202.290,194.080,198.120,5929506,N/A,12.0830,
2014-04-16,197.000,199.990,190.820,199.110,7205319,N/A,12.1434,
2014-04-15,199.090,199.290,184.320,193.910,13667071,N/A,11.8262,
2014-04-14,207.600,208.440,194.410,198.090,7703031,N/A,12.0812,
2014-04-11,200.610,207.000,198.600,203.780,9071300,N/A,12.4282,
2014-04-10,216.820,217.500,203.790,204.190,7211492,N/A,12.4532,
2014-04-09,216.760,218.450,210.890,216.930,5157923,N/A,13.2302,
2014-04-08,210.050,216.490,206.420,215.460,6889296,N/A,13.1405,
2014-04-07,205.810,216.200,203.510,207.520,9855478,N/A,12.6563,
2014-04-04,226.010,228.270,211.250,212.225,11345618,N/A,12.9432,
2014-04-03,230.300,235.730,222.000,225.400,10923734,N/A,13.7468,
2014-04-02,220.000,230.890,218.050,230.290,10782251,N/A,14.0450,
2014-04-01,209.020,218.160,208.580,216.970,7371422,N/A,13.2326,
2014-03-31,216.500,216.750,206.390,208.450,8380023,N/A,12.7130,
2014-03-28,212.800,216.720,210.270,212.370,9684761,N/A,12.9521,
2014-03-27,212.370,213.600,203.000,207.320,9505307,N/A,12.6441,
2014-03-26,221.950,222.600,211.350,212.960,6907306,N/A,12.9881,
2014-03-25,224.140,227.050,217.900,220.440,7865375,N/A,13.4443,
2014-03-24,229.750,229.900,210.270,220.170,11332947,N/A,13.4278,
2014-03-21,236.020,236.200,227.500,228.890,8227311,N/A,13.9596,
2014-03-20,236.160,239.250,233.360,234.910,3815358,N/A,14.3268,
2014-03-19,241.390,241.550,233.510,235.840,5071327,N/A,14.3835,
2014-03-18,236.950,241.500,235.020,240.040,6242349,N/A,14.6396,
2014-03-17,234.950,237.930,230.500,233.980,5912592,N/A,14.2700,
2014-03-14,235.290,236.936,228.320,230.970,8289733,N/A,14.0865,
2014-03-13,243.790,244.190,234.000,237.790,6236325,N/A,14.5024,
2014-03-12,231.500,247.500,231.110,241.490,9763911,N/A,14.7281,
2014-03-11,236.500,244.600,232.426,234.410,8836349,N/A,14.2963,
2014-03-10,242.700,243.000,236.060,238.840,7745751,N/A,14.5665,
2014-03-07,252.940,254.850,244.410,246.210,7818465,N/A,15.0159,
2014-03-06,254.140,257.500,249.450,252.940,7374719,N/A,15.4264,
2014-03-05,256.720,256.990,251.800,252.660,5946736,N/A,15.4093,
2014-03-04,258.480,260.000,252.830,254.840,8765392,N/A,15.5423,
2014-03-03,237.260,251.650,234.990,250.560,13109303,N/A,15.2812,
2014-02-28,249.650,252.680,242.550,244.810,14612693,N/A,14.9306,
2014-02-27,261.250,261.900,248.330,252.540,17970708,N/A,15.4020,
2014-02-26,258.580,265.000,247.500,253.000,24771194,N/A,15.4300,
2014-02-25,230.000,259.200,228.450,248.000,32797000,N/A,15.1251,
2014-02-24,208.760,218.360,208.320,217.650,8303133,N/A,13.2741,
2014-02-21,211.640,213.980,209.190,209.600,7828981,N/A,12.7832,
2014-02-20,215.010,215.210,206.270,209.970,18022262,N/A,12.8057,
2014-02-19,203.700,203.700,193.410,193.640,16419899,N/A,13.7453,
2014-02-18,205.244,206.000,201.360,203.700,9355871,N/A,14.4594,
2014-02-17,0.000,0.000,0.000,198.230,0,N/A,N/A
2014-02-14,198.100,201.880,197.000,198.230,6173462,N/A,14.0712,
2014-02-13,193.340,202.720,193.250,199.630,8174049,N/A,14.1705,
2014-02-12,195.780,198.269,194.320,195.320,5181313,N/A,13.8646,
2014-02-11,198.970,202.200,192.700,196.620,10734472,N/A,13.9569,
2014-02-10,189.340,199.300,189.320,196.560,12989286,N/A,13.9526,
2014-02-07,181.010,186.630,179.600,186.530,8964054,N/A,13.2406,
2014-02-06,176.300,180.110,176.000,178.380,5847953,N/A,12.6621,
2014-02-05,178.300,180.590,169.360,174.420,7275952,N/A,12.3810,
2014-02-04,180.700,181.600,176.200,178.730,4690883,N/A,12.6870,
2014-02-03,182.890,184.880,175.160,177.110,6778609,N/A,12.5720,
2014-01-31,178.850,186.000,178.515,181.410,6512951,N/A,12.8772,
2014-01-30,178.000,184.780,177.010,182.840,8575210,N/A,12.9787,
2014-01-29,175.300,179.090,173.131,175.230,5956817,N/A,12.4385,
2014-01-28,171.500,178.980,171.000,178.380,6128237,N/A,12.6621,
2014-01-27,175.160,177.920,164.710,169.620,8737773,N/A,12.0403,
2014-01-24,177.850,180.480,173.531,174.600,7711296,N/A,12.3938,
2014-01-23,177.230,182.380,173.420,181.500,7899515,N/A,12.8836,
2014-01-22,177.810,180.319,174.760,178.560,7036758,N/A,12.6749,
2014-01-21,171.240,177.290,170.810,176.680,9745765,N/A,12.5414,
2014-01-20,0.000,0.000,0.000,170.010,0,N/A,N/A
2014-01-17,170.190,173.200,167.950,170.010,9216028,N/A,12.0680,
2014-01-16,162.500,172.700,162.400,170.970,11982099,N/A,12.1361,
2014-01-15,168.450,172.230,162.100,164.130,20488980,N/A,11.6506,
2014-01-14,140.500,162.000,136.671,161.270,27935828,N/A,11.4476,
2014-01-13,145.780,147.000,137.820,139.340,6324647,N/A,9.8909,
2014-01-10,148.460,148.900,142.250,145.720,7450531,N/A,10.3438,
2014-01-09,152.500,153.430,146.850,147.530,5388905,N/A,10.4723,
2014-01-08,148.850,153.700,148.760,151.280,6166674,N/A,10.7385,
2014-01-07,147.620,150.400,145.250,149.360,5041806,N/A,10.6022,
2014-01-06,150.000,150.400,145.240,147.000,5367320,N/A,10.4346,
2014-01-03,150.000,152.190,148.601,149.560,4698839,N/A,10.6164,
2014-01-02,149.800,152.477,146.550,150.100,6195355,N/A,10.6547,
2014-01-01,0.000,0.000,0.000,150.429,0,N/A,N/A
2013-12-31,152.320,153.200,148.661,150.429,4266710,N/A,10.6780,
2013-12-30,151.120,154.810,150.750,152.440,4472076,N/A,10.8208,
2013-12-27,155.300,155.500,150.800,151.120,5469064,N/A,10.7271,
2013-12-26,155.040,158.000,154.290,155.500,7129526,N/A,11.0380,
2013-12-25,0.000,0.000,0.000,151.410,0,N/A,N/A
2013-12-24,150.000,154.970,149.820,151.410,9941485,N/A,10.7477,
2013-12-23,144.850,146.240,142.601,143.550,5385506,N/A,10.1898,
2013-12-20,141.580,144.350,141.580,143.240,7422537,N/A,10.1677,
2013-12-19,146.900,147.000,139.100,140.720,12758613,N/A,9.9889,
2013-12-18,152.240,154.900,145.950,147.980,11581897,N/A,10.5042,
2013-12-17,147.580,154.630,146.324,152.460,10494969,N/A,10.8222,
2013-12-16,148.480,150.430,146.100,147.940,6675276,N/A,10.5014,
2013-12-13,148.050,151.800,147.320,147.654,10599775,N/A,10.4811,
2013-12-12,139.700,148.240,138.530,147.470,10767791,N/A,10.4680,
