22-10-2015,211.56,215.75,209.4,211.72,2825159,N/A,7.2429
21-10-2015,211.99,214.81,208.8,210.09,4183471,N/A,7.1871
20-10-2015,227.72,228.6,202,213.03,14900047,N/A,7.2877
19-10-2015,226.5,231.15,224.94,228.1,2507895,N/A,7.8033
16-10-2015,223.04,230.48,222.87,227.01,4334493,N/A,7.766
15-10-2015,216.43,221.73,213.7,221.31,2844233,N/A,7.571
14-10-2015,220.67,220.95,215.43,216.88,3104446,N/A,7.4194
13-10-2015,213.28,222.522,211.13,219.25,5171535,N/A,7.5005
12-10-2015,222.99,223,215.27,215.58,3836303,N/A,7.375
09-10-2015,220.93,224.37,218.36,220.69,6158370,N/A,7.5498
08-10-2015,230.08,230.72,221.31,226.72,6133216,N/A,7.7561
07-10-2015,236.63,237.7,229.12,231.96,6813959,N/A,7.9353
06-10-2015,240,243.03,235.58,241.46,5235897,N/A,8.2603
05-10-2015,248.84,249.84,244.13,246.15,3689865,N/A,8.4208
02-10-2015,235.6,247.7,234.93,247.57,4423982,N/A,8.4693
01-10-2015,247.51,248.5,237.13,239.88,4572964,N/A,8.2063
30-09-2015,252,252.4,242.34,248.4,4929582,N/A,8.4977
29-09-2015,250.46,254.73,245.46,246.65,3703154,N/A,8.4379
28-09-2015,257.35,259.79,246.61,248.43,4901057,N/A,8.4988
25-09-2015,266.61,266.91,256.15,256.91,3773392,N/A,8.7889
24-09-2015,259.53,263.45,256.21,263.12,3448191,N/A,9.0013
23-09-2015,261.95,262.08,257.584,261.06,2600778,N/A,8.9308
22-09-2015,259.03,262.65,255.87,260.94,3664353,N/A,8.9267
21-09-2015,263.98,271.57,255.8,264.2,6120155,N/A,9.0382
